Dex #,Name,Primary Type,Secondary Type,Ability 1,Ability 2,Hidden Ability,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,BST,Generation,Starter,Psuedo-Legendary,Alolan,Galarian,Hisuian,Paldean,Sub-Legendary,Legendary,Mythical,Ultra Beast,Paradox,Mega,Gigantamax,Terastal,Ranking,Ranking Gen
802,Marshadow,Fighting,Ghost,Technician,,,90,125,80,90,90,125,600,Gen VII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SS
803,Poipole,Poison,,Beast Boost,,,67,73,67,73,67,73,420,Gen VII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NFE,SS
804,Naganadel,Poison,Dragon,Beast Boost,,,73,73,73,127,73,121,540,Gen VII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Uber,SS
805,Stakataka,Rock,Steel,Beast Boost,,,61,131,211,53,101,13,570,Gen VII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NU,SS
806,Blacephalon,Fire,Ghost,Beast Boost,,,53,127,53,151,79,107,570,Gen VII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OU,SS
807,Zeraora,Electric,,Volt Absrob,,,88,112,75,102,80,143,600,Gen VII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SS
808,Meltan,Steel,,Magnet Pull,,,46,65,65,55,35,34,300,Gen VII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
809,G-Max Melmetal,Steel,,Iron Fist,,,135,143,143,80,65,34,600,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
809,Melmetal,Steel,,Iron Fist,,,135,143,143,80,65,34,600,Gen VII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SS
810,Grookey,Grass,,Overgrow,,Grassy Surge,50,65,50,40,40,65,310,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
811,Thwackey,Grass,,Overgrow,,Grassy Surge,70,85,70,55,60,80,420,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
812,G-Max Rillaboom,Grass,,Overgrow,,Grassy Surge,100,125,90,60,70,85,530,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
812,Rillaboom,Grass,,Overgrow,,Grassy Surge,100,125,90,60,70,85,530,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SV
813,Scorbunny,Fire,,Blaze,,Libero,50,71,40,40,40,69,310,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
814,Raboot,Fire,,Blaze,,Libero,65,86,60,55,60,94,420,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
815,Cinderace,Fire,,Blaze,,Libero,80,116,75,65,75,119,530,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SV
815,G-Max Cinderace,Fire,,Blaze,,Libero,80,116,75,65,75,119,530,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
816,Sobble,Water,,Torrent,,Sniper,50,40,40,70,40,70,310,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
817,Drizzile,Water,,Torrent,,Sniper,65,60,55,95,55,90,420,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
818,G-Max Inteleon,Water,,Torrent,,Sniper,70,85,65,125,65,120,530,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
818,Inteleon,Water,,Torrent,,Sniper,70,85,65,125,65,120,530,Gen VIII,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NU,SV
819,Skwovet,Normal,,Cheek Pouch,,Gluttony,70,55,55,35,35,25,275,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
820,Greedent,Normal,,Cheek Pouch,,Gluttony,120,95,95,55,75,20,460,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
821,Rookidee,Flying,,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
822,Corvisquire,Flying,,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
823,Corviknight,Flying,Steel,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SV
823,G-Max Corviknight,Flying,Steel,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
824,Blipbug,Bug,,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
825,Dottler,Bug,Psychic,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SS
826,G-Max Orbeetle,Bug,Psychic,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
826,Orbeetle,Bug,Psychic,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
827,Nickit,Dark,,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
828,Thievul,Dark,,Run Away,Unburden,Stakeout,70,58,58,87,92,90,455,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
829,Gossifleur,Grass,,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
830,Eldegoss,Grass,,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SS
831,Wooloo,Normal,,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
832,Dubwool,Normal,,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
833,Chewtle,Water,,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
834,Drednaw,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NUBL,SV
834,G-Max Drednaw,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
835,Yamper,Electric,,Ball Fetch,,Rattled,59,45,50,40,50,26,270,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
836,Boltund,Electric,,Strong Jaw,,Competitive,69,90,60,90,60,121,490,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
837,Rolycoly,Rock,,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
838,Carkol,Rock,Fire,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
839,Coalossal,Rock,Fire,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NU,SV
839,G-Max Coalossal,Rock,Fire,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
840,Applin,Grass,Dragon,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
841,Flapple,Grass,Dragon,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
841,G-Max Flapple,Grass,Dragon,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
842,Appletun,Grass,Dragon,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
842,G-Max Appletun,Grass,Dragon,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
843,Silicobra,Ground,,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
844,G-Max Sandaconda,Ground,,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
844,Sandaconda,Ground,,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NU,SV
845,Cramorant,Flying,Water,Gulp Missile,,,70,85,55,85,95,85,475,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
846,Arrokuda,Water,,Swift Swim,,Propeller Tail,41,63,40,40,30,66,280,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
847,Barraskewda,Water,,Swift Swim,,Propeller Tail,61,123,60,60,50,136,490,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UU,SV
848,Toxel,Electric,Poison,Rattled,Static,Klutz,40,38,35,54,35,40,242,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
849,G-Max Toxtricity (Amped),Electric,Poison,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
849,G--Max Toxtricity (Lowkey),Electric,Poison,Punk Rock,Minus,Technician,75,98,70,114,70,75,502,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
849,Toxtricity (Amped),Electric,Poison,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NU,SV
849,Toxtricity (Lowkey),Electric,Poison,Punk Rock,Minus,Technician,75,98,70,114,70,75,502,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NU,SV
850,Sizzlipede,Fire,Bug,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
851,Centiskorch,Fire,Bug,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZUBL,SS
851,G-Max Centiskorch,Fire,Bug,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
852,Clobbopus,Fighting,,Limber,,Technician,50,68,60,50,50,32,310,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
853,Grapploct,Fighting,,Limber,,Technician,80,118,90,70,80,42,480,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
854,Sinistea,Ghost,,Weak Armor,,Cursed Body,40,45,45,74,54,50,308,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
855,Polteageist,Ghost,,Weak Armor,,Cursed Body,60,65,65,134,114,70,508,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RUBL,SV
856,Hatenna,Psychic,,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
857,Hattrem,Psychic,,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
858,G-Max Hatterene,Psychic,Fairy,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
858,Hatterene,Psychic,Fairy,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OU,SV
859,Impidimp,Dark,Fairy,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
860,Morgrem,Dark,Fairy,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
861,G-Max Grimmsnarl,Dark,Fairy,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
861,Grimmsnarl,Dark,Fairy,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UU,SV
862,Obstagoon,Dark,Normal,Reckless,Guts,Defiant,93,90,101,60,81,95,520,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RUBL,SS
863,Perrserker,Steel,,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZUBL,SV
864,Cursola,Ghost,,Weak Armor,,Perish Body,60,95,50,145,130,30,510,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
865,Sirfetch'd,Fighting,,Steadfast,,Scrappy,62,135,95,68,82,65,507,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NUBL,SS
866,Mr. Rime,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
867,Runerigus,Ground,Ghost,Wandering Spirit,,,58,95,145,50,105,30,483,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
868,Milcery,Fairy,,Sweet Veil,,Aroma Veil,45,40,40,50,61,34,270,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SS
869,Alcremie,Fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SS
869,G-Max Alcremie,Fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
870,Falinks,Fighting,,Battle Armor,,Defiant,65,100,100,70,60,75,470,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZUBL,SV
871,Pincurchin,Electric,,Lightning Rod,,Electric Surge,48,101,95,91,85,15,435,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
872,Snom,Ice,Bug,Shield Dust,,Ice Scales,30,25,35,45,30,20,185,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
873,Frosmoth,Ice,Bug,Shield Dust,,Ice Scales,70,65,60,125,90,65,475,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NU,SV
874,Stonjourner,Rock,,Power Spot,,,100,125,135,20,20,70,470,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
875,Eiscue (Ice Face),Ice,,Ice Face,,,75,80,110,65,90,50,470,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
875,Eiscue (No Ice Face),Ice,,Ice Face,,,75,80,70,65,50,130,470,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
876,Indeedee (F),Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,70,55,65,95,105,85,475,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZU,SV
876,Indeedee (M),Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
877,Morpeko,Electric,Dark,Hunger Switch,,,58,95,58,70,58,97,436,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PU,SV
878,Cufant,Steel,,Sheer Force,,Heavy Metal,72,80,49,40,49,40,330,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
879,Copperajah,Steel,,Sheer Force,,Heavy Metal,122,130,69,80,69,30,500,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NU,SV
879,G-Max Copperajah,Steel,,Sheer Force,,Heavy Metal,122,130,69,80,69,30,500,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
880,Dracozolt,Electric,Dragon,Volt Absrob,Hustle,Sand Rush,90,100,90,80,70,75,505,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UUBL,SS
881,Arctozolt,Electric,Ice,Volt Absrob,Static,Slush Rush,90,100,90,90,80,55,505,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UUBL,SS
882,Dracovish,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Uber,SS
883,Arctovish,Water,Ice,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZUBL,SS
884,Duraludon,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PUBL,SS
884,G-Max Duraludon,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,Gen VIII,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,AG,SS
885,Dreepy,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270,Gen VIII,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LC,SV
886,Drakloak,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410,Gen VIII,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NFE,SV
